PROFILER_ID;TIMESTAMP;Players;Spectators
6;0;4;1

TIME;Total;Adult;Child;Infected
1;10;10;0;0
2;10;10;0;0
3;11;9;2;0
4;12;10;2;0
5;14;10;4;0
6;16;10;6;0
7;18;14;4;0
8;21;13;3;5
9;24;13;6;5
10;24;17;4;3
11;24;19;4;1
12;27;17;8;2
13;29;21;8;0
14;31;25;6;0
15;34;26;8;0
16;35;33;2;0
17;38;32;6;0
18;40;35;4;1
19;40;36;4;0

GAME_DURATION;WINNER;REASON
7703;2;1
